Question_Title,Question_ID,Author_Name,Author_ID,Author_Rep,Question_Post_Time,Question_Score,Number_Of_Views,Number_Of_Answers,Number_Of_Comments,"Edited,","Answer_Accepted,",Tags,Question_Closed
In (Django) web application should if-else logic be at a high level (view) or a low level (template)?,441301,M3RS,281118,129,2022-09-28 14:45:49,0,40,0,1,False,False,"['web-development', 'django']",False
Are there more design patterns than the 23 of GoF?,441293,aircraft,262542,129,2022-09-28 04:07:27,-1,237,2,2,True,True,['design-patterns'],False
What is the use of Multiple Inheritance in languages like C++ and Python?,441290,Arunabh Bhattacharya,349331,133,2022-09-27 21:31:10,-2,326,1,1,True,True,"['c++', 'python', 'inheritance', 'multiple-inheritance']",False
Distribution of processing across cores between a LINQ and PLINQ query,441289,Richard Pawson,421002,103,2022-09-27 16:55:53,0,76,1,1,False,True,"['c#', 'parallelism', 'linq', 'parallel-programming']",False
One provider for all entities or different according to needs?,441283,Álvaro García,412921,287,2022-09-27 15:00:36,0,52,1,2,False,True,['domain-driven-design'],False
Avoiding reloading entities many times with EF Core and Mediatr,441282,Lou,59034,265,2022-09-27 13:20:19,0,65,0,1,True,False,"['performance', 'enterprise-architecture', 'cqrs', 'efcore']",False
"Additional questions for an old topic: ""How to specify many ids and their variable name in a REST API request?"" [duplicate]",441280,camarril,420993,11,2022-09-27 12:48:33,0,126,1,1,True,True,"['rest', 'api', 'api-design']",False
How to abstract version switching using feature flag?,441278,Hindol Dey,380527,1,2022-09-27 08:53:36,-1,107,1,0,True,False,"['java', 'design-patterns']",False
How to know the invoices of a project?,441277,Álvaro García,412921,287,2022-09-27 08:11:51,2,181,1,3,True,True,['domain-driven-design'],False
How to integrate a Python server with Kafka?,441268,user3058865,420958,101,2022-09-26 16:08:41,0,98,1,5,True,False,"['architecture', 'python', 'server', 'apache-kafka']",False
Const function that change other objects' states,441263,66Gramms,396544,119,2022-09-26 10:10:24,1,294,3,6,True,True,"['object-oriented', 'clean-code', 'immutability']",False
microservice file upload/download central vs distributed api,441257,danny,23287,119,2022-09-26 06:12:27,1,218,1,2,False,False,"['microservices', 'security']",False
Domain Driven design and representing process state,441251,Rob,420912,19,2022-09-25 16:59:27,1,231,1,1,False,False,"['c#', 'domain-driven-design', 'finite-state-machine']",False
GitFlow merge conflicts between release and develop,441247,Carlo Moretti,53811,121,2022-09-25 14:26:26,1,323,1,5,True,True,"['release-management', 'gitflow', 'merging', 'pull-requests']",False
Design pattern for scheduling method calls (open-loop control) [duplicate],441245,Escher,165741,195,2022-09-25 12:53:25,1,41,0,3,True,False,"['design-patterns', 'architectural-patterns', 'enterprise-architecture', 'scheduling']",False
Must the use cases extend the entities in Clean Architecture?,441243,Takesi Tokugawa YD,375105,173,2022-09-25 07:25:43,0,479,1,2,False,True,"['use-case', 'clean-architecture']",False
Which Clean Architecture Areas do Gateways interfaces and their implementations belong to?,441230,Takesi Tokugawa YD,375105,173,2022-09-24 07:15:57,0,302,2,10,True,True,"['interfaces', 'clean-architecture']",False
Proper orchestration of NServiceBus sagas,441223,Scott Hannen,219616,921,2022-09-23 19:35:15,0,91,1,0,False,False,"['c#', '.net']",False
Multi-tenant monolith splitting - Handling interactions with third party apis,441222,munkee,75793,131,2022-09-23 19:19:22,0,56,2,3,False,False,['microservices'],False
Writing apps for Android and Apple phone simultaneously,441214,Trey Freeman,420845,3,2022-09-23 12:53:02,0,65,1,2,False,True,"['android', 'app', 'apple']",False
One API used by multiple clients without causing overhead,441212,Ahsan,420867,101,2022-09-23 10:51:37,0,87,0,0,True,False,"['web', 'applications']",False
Interface segregation principle,441205,Antonio Gamiz Delgado,349631,431,2022-09-23 07:54:42,2,199,1,0,False,True,"['design', 'object-oriented-design', 'interfaces', 'solid']",False
Multiple steps of mutations in one function - how to refactor?,441198,filemono,359879,113,2022-09-22 21:32:27,1,113,2,1,False,True,['design-patterns'],False
Is there a text distance (or string similarity) algorithm which accounts for the distance between characters?,441195,Vermillion,221704,159,2022-09-22 20:56:41,-1,140,3,3,True,False,"['strings', 'text-processing', 'string-matching']",False
update state with the rest of properties or to have an action only to update the state?,441188,Álvaro García,412921,287,2022-09-22 11:49:14,0,60,2,2,False,False,['domain-driven-design'],False
Best practices when it comes to extending Service collections in .NET for dependency injection,441184,Robin,160839,111,2022-09-22 08:00:10,1,53,0,0,True,False,"['c#', '.net', 'dependency-injection']",False
DDD can part of the domain be found in infrastructure?,441182,Ced,196981,276,2022-09-22 01:42:29,2,217,2,4,True,True,['domain-driven-design'],False
Clean architecture - modelling the domain,441181,Jack Deeth,255865,101,2022-09-22 00:52:01,0,52,0,0,False,False,['clean-architecture'],False
What are the considerations between a class variable and a global variable,441174,charmoniumQ,420787,121,2022-09-21 18:20:22,1,229,2,1,True,True,"['design', 'design-patterns', 'object-oriented', 'object-oriented-design']",False
Is it a bad practice to use cookies for a Desktop Application?,441171,Hicham Zouarhi,310708,111,2022-09-21 16:06:35,0,180,1,6,False,True,"['desktop-application', 'cookies', 'load-balancing']",False
Angular2 architecture: Sending runtime data updates to components,441168,Gianluca Ghettini,184991,113,2022-09-21 09:53:10,1,16,0,3,True,False,"['design-patterns', 'angular2']",False
Making a Data Layer that is tightly coupled to the Presentation Layer in Clean Architecture,441167,Bawenang Rukmoko Pardian Putra,355943,211,2022-09-21 09:07:54,0,176,2,4,False,True,"['clean-architecture', 'coupling']",False
Dependency Injection vs Static Dependencies,441157,EspressoCoder,419839,51,2022-09-20 19:00:36,2,783,2,1,False,True,"['java', 'dependency-injection', 'inversion-of-control', 'java8', 'static']",False
Am I making this web app right?,441152,moosepowa,420726,1,2022-09-20 15:47:37,0,87,1,0,False,False,"['database', 'python', 'web-applications', 'sql', 'postgres']",False
What are the existing theories or methodologies around synchronizing tree structures?,441151,Deane,230046,171,2022-09-20 15:47:14,3,146,3,10,False,False,"['data-structures', 'synchronization']",False
Why do HTML and JS feel slow on smartphones? What could be changed to make them faster? [closed],441146,jokoon,5024,2266,2022-09-20 13:13:59,-1,109,1,7,False,True,"['architecture', 'html', 'rendering', 'file-formats']",True
Use factory design pattern to create a specific object,441141,dafie,420706,109,2022-09-20 11:16:04,0,47,1,4,False,False,"['design-patterns', 'factory']",False
Allow\disallow actions in one system based on the state of another,441140,JaktensTid,396380,129,2022-09-20 10:58:45,2,62,1,0,False,False,"['design', 'design-patterns', 'object-oriented-design']",False
How best to keep Excel Workbook field in sync across class instances,441139,Mike Warren,307482,226,2022-09-20 07:59:18,2,74,1,2,False,True,"['synchronization', 'file-handling', 'excel']",False
Design Pattern: How to handle changing format of text file?,441135,Selva,387640,129,2022-09-20 05:00:41,2,232,2,2,False,False,"['design-patterns', 'python', 'domain-driven-design']",False
Shared logic to different types,441134,ParkCheolu,373807,111,2022-09-20 01:59:22,0,106,2,17,True,True,"['design-patterns', 'object-oriented-design']",False
Do we really need a message brocker in WebSocket system?,441132,vusra,420681,9,2022-09-19 21:57:39,0,73,0,2,True,False,"['architecture', 'web-applications', 'message-queue', 'scalability', 'websockets']",False
HTML Playground [closed],441125,christo,420667,105,2022-09-19 15:40:40,-3,68,1,4,False,True,"['javascript', 'security', 'html', 'customization']",True
Is it Good Practice to Only Expose Interfaces,441123,Bondolin,180349,403,2022-09-19 15:23:36,29,8000,3,10,True,True,"['c#', 'object-oriented', 'api-design', 'interfaces', 'factory']",False
Modularity vs pure functions,441122,deSKase,402483,149,2022-09-19 12:16:49,3,248,2,0,False,True,"['functional-programming', 'modules']",False
How is B-Tree used in DBMS-s if WHERE condition can be anything?,441115,Vega TV,420643,111,2022-09-19 03:00:18,0,153,1,1,True,True,"['database', 'data-structures', 'rdbms', 'dbms']",False
Guidance on rectifying a minor bump that should have been a major bump,441114,user2218154,420642,139,2022-09-19 02:40:42,12,3000,4,6,True,True,"['versioning', 'semantic-versioning']",False
What does the 4th line of this pseudocode mean? [closed],441107,jokoon,5024,2266,2022-09-18 13:55:00,-2,199,1,0,True,False,"['algorithms', 'c', 'game-development', 'graph', 'puzzles']",True
"How could creating symlinks/aliases to files on S3 work, while still taking advantage of CDN optimizations?",441103,Lance,73722,2467,2022-09-18 10:56:24,0,77,1,0,False,False,"['architecture', 'http', 'aws', 'file-storage', 'cdn']",False
Deploy C#/C++ binaries incrementally by patching the difference,441102,sɐunıɔןɐqɐp,305860,233,2022-09-18 09:43:31,12,2000,2,3,True,True,"['windows', 'deployment', 'devops', 'installer', 'software-patches']",False
What is the term used to describe the number of times a pointer can be dereferenced?,441097,vim_overlord,420611,69,2022-09-18 00:48:00,6,174,1,1,False,False,"['terminology', 'pointers', 'semantics', 'reference']",False
Should modifying a hash function be considered a breaking change?,441091,Calvin Godfrey,420604,133,2022-09-17 16:56:28,0,351,6,2,True,False,['semantic-versioning'],False
std::string_view and std::string in utility library interface,441085,Stefan Riedel,420593,111,2022-09-17 11:26:32,0,151,2,1,True,True,['c++'],False
User Experience for Fraud Detection [closed],441082,user1767270,82970,303,2022-09-17 04:16:04,-2,55,1,1,False,False,"['user-experience', 'users']",True
Best approach for several steps with user input in between,441079,Rick Wolff,380783,123,2022-09-16 21:20:31,2,66,0,2,False,False,"['design-patterns', '.net', 'winforms']",False
Best practise for designing REST API endpoint that accepts a nested resource POST,441075,user2190492,352709,331,2022-09-16 14:28:17,2,99,1,1,True,False,"['rest', 'api', 'api-design', 'data-structures', 'http']",False
Does it make sense to use the word 'Set' in a class as an umbrella term for both sets and individual items?,441065,user6490576,313410,67,2022-09-15 22:07:30,3,244,4,1,True,True,"['object-oriented', 'naming-standards']",False
Modelling Interfaces provided by different IPC frameworks,441053,Jens,416415,1,2022-09-15 09:11:30,0,49,0,0,True,False,"['architecture', 'middleware']",False
Operating two independent and competing clusters?,441035,LordOfThePigs,57566,1101,2022-09-14 07:32:18,0,98,1,3,True,False,"['distributed-system', 'cloud-computing', 'cluster']",False
Problem statement for code reuse [closed],441034,Arnon Axelrod,300983,163,2022-09-14 05:47:36,3,167,2,5,True,False,"['agile', 'code-reuse', 'user-story', 'technical-debt']",True
Large Inheritance Hierarchy vs. One Object With Many Nullable Fields,441028,Treker,419624,161,2022-09-13 16:40:05,3,293,3,6,True,True,"['object-oriented', 'inheritance', 'null']",False
Is websocket connection a driving adapter or driven adapter in hexagonal architecture,441023,Muhammad Saboor,412079,31,2022-09-13 15:13:19,2,169,1,2,False,True,"['architecture', 'domain-driven-design', 'websockets', 'hexagonal-architecture']",False
Refactor to object oriented style and use design patterns,441021,Happy Coder,420391,101,2022-09-13 14:11:33,0,143,2,1,False,False,"['design', 'design-patterns', 'object-oriented', 'object-oriented-design']",False
Benchmarking C# code - results,441009,Martin Maat,209665,17500,2022-09-12 20:50:26,3,174,1,5,True,False,"['cpu', 'benchmarking']",False
"How form SAFe teams within ART, when people have non-overlapping skills?",441006,Robert Skarżycki,420367,109,2022-09-12 19:39:02,0,144,3,3,True,False,"['agile', 'scaled-agile-framework']",False
How to get the information from another root entity to validate some operation?,441001,Álvaro García,412921,287,2022-09-12 15:55:45,0,61,1,2,False,False,['domain-driven-design'],False
How to refactor this code to obey the ‘open-closed’ principle?,440990,Abner,420191,71,2022-09-12 07:57:37,6,1000,5,10,True,True,"['java', 'software', 'open-closed-principle', 'open-close']",False
Is it OK to use a Command Sourcing instead of Event Sourcing? Replay events in Commands-Repositories,440987,Augusto Will,385961,97,2022-09-12 05:41:20,-2,108,1,0,False,False,"['architecture', 'domain-driven-design', 'architectural-patterns', 'enterprise-architecture', 'clean-architecture']",False
Microservice Storage Architecture for multiple Storage Backends,440981,lagmoellertim,328303,1,2022-09-11 15:00:27,0,38,0,3,False,False,"['microservices', 'storage', 'jwt']",False
"Within the same computer, what is the difference between API and IPC?",440980,Noob_Guy,397757,149,2022-09-11 14:27:55,-1,386,7,2,False,False,"['api', 'software', 'operating-systems', 'applications']",False
